-3.780097,-79.367509;
-3.779314,-79.36781;
-3.779106,-79.367845;
-3.778562,-79.368084;
-3.778107,-79.367974;
-3.777844,-79.367981;
-3.777691,-79.368404;
-3.777397,-79.368443;
-3.777256,-79.368203;
-3.777062,-79.36817;
-3.776722,-79.368287;
-3.776405,-79.368257;
-3.776125,-79.368448;
-3.775849,-79.368783;
-3.775327,-79.369071;
-3.774924,-79.368862;
-3.774785,-79.368834;
-3.774516,-79.369047;
-3.77424,-79.369473;
-3.773938,-79.369579;
-3.772858,-79.370009;
-3.772585,-79.369973;
-3.772277,-79.370036;
-3.772041,-79.369984;
-3.771722,-79.370098;
-3.771463,-79.370068;
-3.770806,-79.370455;
-3.770556,-79.370343;
-3.769466,-79.369269;
-3.769416,-79.369174;
-3.769354,-79.368826;
-3.768907,-79.368565;
-3.768413,-79.368555;
-3.768224,-79.368437;
-3.768143,-79.368445;
-3.768135,-79.36858;
-3.768594,-79.369866;
-3.768676,-79.370265;
-3.86894,-79.370737;
-3.768857,-79.371119;
-3.768625,-79.371039;
-3.768293,-79.371097;
-3.76761,-79.371735;
-3.767452,-79.372134;
-3.766833,-79.37323;
-3.766717,-79.373628;
-3.76637,-79.373993;
-3.764751,-79.373915;
-3.76462,-79.37392;
-3.764574,-79.374225;
-3.765055,-79.374537;
-3.76568,-79.374567;
-3.765934,-79.374699;
-3.766918,-79.374614;
-3.767176,-79.374638;
-3.767207,-79.374587;
-3.767216,-79.374357;
-3.767521,-79.37396;
-3.767983,-79.373839;
-3.769352,-79.373613;
-3.769542,-79.373631;
-3.770224,-79.374267;
-3.770345,-79.374319;
-3.771543,-79.373979;
-3.771792,-79.374021;
-3.772185,-79.374196;
-3.772467,-79.374497;
-3.772809,-79.374597;
-3.773068,-79.374319;
-3.7733,-79.374276;
-3.773609,-79.374456;
-3.773824,-79.374519;
-3.774135,-79.374418;
-3.774649,-79.374283;
-3.774978,-79.373906;
-3.775103,-79.373878;
-3.775148,-79.374069;
-3.774765,-79.374516;
-3.774313,-79.374724;
-3.774084,-79.375113;
-3.773843,-79.375201;
-3.773591,-79.375119;
-3.773415,-79.375168;
-3.773379,-79.37544;
-3.77349,-79.375821;
-3.773425,-79.375904;
-3.773007,-79.375629;
-3.772667,-79.375466;
-3.772262,-79.375608;
-3.771575,-79.375495;
-3.771501,-79.37572;
